date,close,rsi,equity,after_tax_equity,drawdown,running_peak,cumulative_return,after_tax_cumulative_return,cumulative_tax_paid
2025-05-11 00:00:00,104055.6796875,68.31797660342369,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-11 04:00:00,103425.828125,63.234306037132036,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-11 08:00:00,104674.3828125,68.27407611813587,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-11 12:00:00,104156.5390625,64.3350278520308,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-11 16:00:00,104438.7890625,65.50327110366361,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-11 20:00:00,104106.9609375,62.89489210938445,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-12 00:00:00,104078.9296875,62.66787081251847,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-12 04:00:00,104466.96875,64.57416108869964,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-12 08:00:00,103747.546875,58.599752382620245,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-12 12:00:00,102535.0078125,50.173950616558166,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-12 16:00:00,101806.8359375,45.90520537730785,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-12 20:00:00,102812.4921875,51.98140119515501,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-13 00:00:00,101756.9296875,46.12498895418067,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-13 04:00:00,102644.203125,51.11099776995026,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
2025-05-13 08:00:00,103687.078125,56.237564485059224,114041.67992268175,113153.13983140141,0.0,114041.67992268175,0.1404167992268175,0.13153139831401406,943.3282982560321
